Source;Target;Weight
bone_meal;r_779;-1
red_bed;r_779;-1
r_779;white_bed;1
bone_meal;r_780;-1
black_bed;r_780;-1
r_780;white_bed;1
cocoa_beans;r_781;-1
white_bed;r_781;-1
r_781;brown_bed;1
cocoa_beans;r_782;-1
orange_bed;r_782;-1
r_782;brown_bed;1
cocoa_beans;r_783;-1
magenta_bed;r_783;-1
r_783;brown_bed;1
cocoa_beans;r_784;-1
light_blue_bed;r_784;-1
r_784;brown_bed;1
cocoa_beans;r_785;-1
yellow_bed;r_785;-1
r_785;brown_bed;1
cocoa_beans;r_786;-1
lime_bed;r_786;-1
r_786;brown_bed;1
cocoa_beans;r_787;-1
pink_bed;r_787;-1
r_787;brown_bed;1
cocoa_beans;r_788;-1
gray_bed;r_788;-1
r_788;brown_bed;1
cocoa_beans;r_789;-1
light_gray_bed;r_789;-1
r_789;brown_bed;1
cocoa_beans;r_790;-1
cyan_bed;r_790;-1
r_790;brown_bed;1
cocoa_beans;r_791;-1
purple_bed;r_791;-1
r_791;brown_bed;1
cocoa_beans;r_792;-1
blue_bed;r_792;-1
r_792;brown_bed;1
cocoa_beans;r_793;-1
green_bed;r_793;-1
r_793;brown_bed;1
cocoa_beans;r_794;-1
red_bed;r_794;-1
r_794;brown_bed;1
cocoa_beans;r_795;-1
black_bed;r_795;-1
r_795;brown_bed;1
ink_sac;r_796;-1
white_bed;r_796;-1
r_796;black_bed;1
ink_sac;r_797;-1
orange_bed;r_797;-1
r_797;black_bed;1
ink_sac;r_798;-1
magenta_bed;r_798;-1
r_798;black_bed;1
ink_sac;r_799;-1
light_blue_bed;r_799;-1
r_799;black_bed;1
ink_sac;r_800;-1
yellow_bed;r_800;-1
r_800;black_bed;1
ink_sac;r_801;-1
lime_bed;r_801;-1
r_801;black_bed;1
ink_sac;r_802;-1
pink_bed;r_802;-1
r_802;black_bed;1
ink_sac;r_803;-1
gray_bed;r_803;-1
r_803;black_bed;1
ink_sac;r_804;-1
light_gray_bed;r_804;-1
r_804;black_bed;1
ink_sac;r_805;-1
cyan_bed;r_805;-1
r_805;black_bed;1
ink_sac;r_806;-1
purple_bed;r_806;-1
r_806;black_bed;1
ink_sac;r_807;-1
blue_bed;r_807;-1
r_807;black_bed;1
ink_sac;r_808;-1
brown_bed;r_808;-1
r_808;black_bed;1
ink_sac;r_809;-1
green_bed;r_809;-1
r_809;black_bed;1
ink_sac;r_810;-1
red_bed;r_810;-1
r_810;black_bed;1
lapis_lazuli;r_811;-1
white_bed;r_811;-1
r_811;blue_bed;1
lapis_lazuli;r_812;-1
orange_bed;r_812;-1
r_812;blue_bed;1
lapis_lazuli;r_813;-1
magenta_bed;r_813;-1
r_813;blue_bed;1
lapis_lazuli;r_814;-1
light_blue_bed;r_814;-1
r_814;blue_bed;1
lapis_lazuli;r_815;-1
yellow_bed;r_815;-1
r_815;blue_bed;1
lapis_lazuli;r_816;-1
lime_bed;r_816;-1
r_816;blue_bed;1
lapis_lazuli;r_817;-1
pink_bed;r_817;-1
r_817;blue_bed;1
lapis_lazuli;r_818;-1
gray_bed;r_818;-1
r_818;blue_bed;1
lapis_lazuli;r_819;-1
light_gray_bed;r_819;-1
r_819;blue_bed;1
lapis_lazuli;r_820;-1
cyan_bed;r_820;-1
r_820;blue_bed;1
lapis_lazuli;r_821;-1
purple_bed;r_821;-1
r_821;blue_bed;1
lapis_lazuli;r_822;-1
brown_bed;r_822;-1
r_822;blue_bed;1
lapis_lazuli;r_823;-1
green_bed;r_823;-1
r_823;blue_bed;1
lapis_lazuli;r_824;-1
red_bed;r_824;-1
r_824;blue_bed;1
lapis_lazuli;r_825;-1
black_bed;r_825;-1
r_825;blue_bed;1
white_wool;r_826;-2
r_826;white_carpet;3
orange_wool;r_827;-2
r_827;orange_carpet;3
magenta_wool;r_828;-2
r_828;magenta_carpet;3
light_blue_wool;r_829;-2
r_829;light_blue_carpet;3
yellow_wool;r_830;-2
r_830;yellow_carpet;3
lime_wool;r_831;-2
r_831;lime_carpet;3
pink_wool;r_832;-2
r_832;pink_carpet;3
gray_wool;r_833;-2
r_833;gray_carpet;3
silver_wool;r_834;-2
r_834;light_gray_carpet;3
cyan_wool;r_835;-2
r_835;cyan_carpet;3
purple_wool;r_836;-2
r_836;purple_carpet;3
blue_wool;r_837;-2
r_837;blue_carpet;3
brown_wool;r_838;-2
r_838;brown_carpet;3
green_wool;r_839;-2
r_839;green_carpet;3
red_wool;r_840;-2
r_840;red_carpet;3
black_wool;r_841;-2
r_841;black_carpet;3
orange_carpet;r_842;-1
bleach;r_842;-1
r_842;white_carpet;1
magenta_carpet;r_843;-1
bleach;r_843;-1
r_843;white_carpet;1
light_blue_carpet;r_844;-1
bleach;r_844;-1
r_844;white_carpet;1
yellow_carpet;r_845;-1
bleach;r_845;-1
r_845;white_carpet;1
lime_carpet;r_846;-1
bleach;r_846;-1
r_846;white_carpet;1
pink_carpet;r_847;-1
bleach;r_847;-1
r_847;white_carpet;1
gray_carpet;r_848;-1
bleach;r_848;-1
r_848;white_carpet;1
light_gray_carpet;r_849;-1
bleach;r_849;-1
r_849;white_carpet;1
cyan_carpet;r_850;-1
bleach;r_850;-1
r_850;white_carpet;1
purple_carpet;r_851;-1
bleach;r_851;-1
r_851;white_carpet;1
blue_carpet;r_852;-1
bleach;r_852;-1
r_852;white_carpet;1
brown_carpet;r_853;-1
bleach;r_853;-1
r_853;white_carpet;1
green_carpet;r_854;-1
bleach;r_854;-1
r_854;white_carpet;1
red_carpet;r_855;-1
bleach;r_855;-1
r_855;white_carpet;1
black_carpet;r_856;-1
bleach;r_856;-1
r_856;white_carpet;1
white_carpet;r_857;-8
cocoa_beans;r_857;-1
r_857;brown_carpet;1
white_carpet;r_858;-8
ink_sac;r_858;-1
r_858;black_carpet;1
white_carpet;r_859;-8
lapis_lazuli;r_859;-1
r_859;blue_carpet;1
white_wool;r_860;-6
stick;r_860;-1
r_860;white_banner;1
orange_wool;r_861;-6
stick;r_861;-1
r_861;orange_banner;1
magenta_wool;r_862;-6
stick;r_862;-1
r_862;magenta_banner;1
light_blue_wool;r_863;-6
stick;r_863;-1
r_863;light_blue_banner;1
yellow_wool;r_864;-6
stick;r_864;-1
r_864;yellow_banner;1
lime_wool;r_865;-6
stick;r_865;-1
r_865;lime_banner;1
pink_wool;r_866;-6
stick;r_866;-1
r_866;pink_banner;1
gray_wool;r_867;-6
stick;r_867;-1
r_867;gray_banner;1
silver_wool;r_868;-6
stick;r_868;-1
r_868;light_gray_banner;1
cyan_wool;r_869;-6
stick;r_869;-1
r_869;cyan_banner;1
purple_wool;r_870;-6
stick;r_870;-1
r_870;purple_banner;1
blue_wool;r_871;-6
stick;r_871;-1
r_871;blue_banner;1
brown_wool;r_872;-6
stick;r_872;-1
r_872;brown_banner;1
green_wool;r_873;-6
stick;r_873;-1
r_873;green_banner;1
red_wool;r_874;-6
stick;r_874;-1
r_874;red_banner;1
black_wool;r_875;-6
stick;r_875;-1
r_875;black_banner;1
black_banner;r_876;-1
bleach;r_876;-1
r_876;white_banner;1
red_banner;r_877;-1
bleach;r_877;-1
r_877;white_banner;1
green_banner;r_878;-1
bleach;r_878;-1
r_878;white_banner;1
brown_banner;r_879;-1
bleach;r_879;-1
r_879;white_banner;1
blue_banner;r_880;-1
bleach;r_880;-1
r_880;white_banner;1
purple_banner;r_881;-1
bleach;r_881;-1
r_881;white_banner;1
cyan_banner;r_882;-1
bleach;r_882;-1
r_882;white_banner;1
light_gray_banner;r_883;-1
bleach;r_883;-1
r_883;white_banner;1
gray_banner;r_884;-1
bleach;r_884;-1
r_884;white_banner;1
pink_banner;r_885;-1
bleach;r_885;-1
r_885;white_banner;1
lime_banner;r_886;-1
bleach;r_886;-1
r_886;white_banner;1
yellow_banner;r_887;-1
bleach;r_887;-1
r_887;white_banner;1
light_blue_banner;r_888;-1
bleach;r_888;-1
r_888;white_banner;1
magenta_banner;r_889;-1
bleach;r_889;-1
r_889;white_banner;1
orange_banner;r_890;-1
bleach;r_890;-1
r_890;white_banner;1
slime_ball;r_891;-9
r_891;slime_block;1
torch;r_892;-1
element_12;r_892;-1
r_892;underwater_torch;1
torch;r_893;-1
ceriumchloride;r_893;-1
r_893;blue_torch;1
torch;r_894;-1
mercuricchloride;r_894;-1
r_894;red_torch;1
torch;r_895;-1
potassiumchloride;r_895;-1
r_895;purple_torch;1
torch;r_896;-1
tungstenchloride;r_896;-1
r_896;green_torch;1
coal;r_897;-1
stick;r_897;-3
r_897;campfire;1
coal;r_898;-1
stick;r_898;-3
r_898;campfire;1
coal;r_899;-1
stick;r_899;-3
r_899;campfire;1
coal;r_900;-1
stick;r_900;-3
r_900;campfire;1
coal;r_901;-1
stick;r_901;-3
r_901;campfire;1
coal;r_902;-1
stick;r_902;-3
r_902;campfire;1
crimson_stem;r_903;-3
coal;r_903;-1
stick;r_903;-3
r_903;campfire;1
warped_stem;r_904;-3
coal;r_904;-1
stick;r_904;-3
r_904;campfire;1
coal;r_905;-1
stick;r_905;-3
r_905;campfire;1
coal;r_906;-1
stick;r_906;-3
r_906;campfire;1
oak_log;r_907;-3
coal;r_907;-1
stick;r_907;-3
r_907;campfire;1
spruce_log;r_908;-3
coal;r_908;-1
stick;r_908;-3
r_908;campfire;1
birch_log;r_909;-3
coal;r_909;-1
stick;r_909;-3
r_909;campfire;1
jungle_log;r_910;-3
coal;r_910;-1
stick;r_910;-3
r_910;campfire;1
acacia_log;r_911;-3
coal;r_911;-1
stick;r_911;-3
r_911;campfire;1
dark_oak_log;r_912;-3
coal;r_912;-1
stick;r_912;-3
r_912;campfire;1
oak_wood;r_913;-3
coal;r_913;-1
stick;r_913;-3
r_913;campfire;1
spruce_wood;r_914;-3
coal;r_914;-1
stick;r_914;-3
r_914;campfire;1
birch_wood;r_915;-3
coal;r_915;-1
stick;r_915;-3
r_915;campfire;1
jungle_wood;r_916;-3
coal;r_916;-1
stick;r_916;-3
r_916;campfire;1
acacia_wood;r_917;-3
coal;r_917;-1
stick;r_917;-3
r_917;campfire;1
dark_oak_wood;r_918;-3
coal;r_918;-1
stick;r_918;-3
r_918;campfire;1
coal;r_919;-1
stick;r_919;-3
r_919;campfire;1
coal;r_920;-1
stick;r_920;-3
r_920;campfire;1
coal;r_921;-1
stick;r_921;-3
r_921;campfire;1
coal;r_922;-1
stick;r_922;-3
r_922;campfire;1
coal;r_923;-1
stick;r_923;-3
r_923;campfire;1
coal;r_924;-1
stick;r_924;-3
r_924;campfire;1
warped_hyphae;r_925;-3
coal;r_925;-1
stick;r_925;-3
r_925;campfire;1
crimson_hyphae;r_926;-3
coal;r_926;-1
stick;r_926;-3
r_926;campfire;1
coal;r_927;-1
stick;r_927;-3
r_927;campfire;1
coal;r_928;-1
stick;r_928;-3
r_928;campfire;1
charcoal;r_929;-1
stick;r_929;-3
r_929;campfire;1
charcoal;r_930;-1
stick;r_930;-3
r_930;campfire;1
charcoal;r_931;-1
stick;r_931;-3
r_931;campfire;1
charcoal;r_932;-1
stick;r_932;-3
r_932;campfire;1
charcoal;r_933;-1
stick;r_933;-3
r_933;campfire;1
charcoal;r_934;-1
stick;r_934;-3
r_934;campfire;1
crimson_stem;r_935;-3
charcoal;r_935;-1
stick;r_935;-3
r_935;campfire;1
warped_stem;r_936;-3
charcoal;r_936;-1
stick;r_936;-3
r_936;campfire;1
charcoal;r_937;-1
stick;r_937;-3
r_937;campfire;1
charcoal;r_938;-1
stick;r_938;-3
r_938;campfire;1
oak_log;r_939;-3
charcoal;r_939;-1
stick;r_939;-3
r_939;campfire;1
spruce_log;r_940;-3
charcoal;r_940;-1
stick;r_940;-3
r_940;campfire;1
birch_log;r_941;-3
charcoal;r_941;-1
stick;r_941;-3
r_941;campfire;1
jungle_log;r_942;-3
charcoal;r_942;-1
stick;r_942;-3
r_942;campfire;1
acacia_log;r_943;-3
charcoal;r_943;-1
stick;r_943;-3
r_943;campfire;1
dark_oak_log;r_944;-3
charcoal;r_944;-1
stick;r_944;-3
r_944;campfire;1
oak_wood;r_945;-3
charcoal;r_945;-1
stick;r_945;-3
r_945;campfire;1
spruce_wood;r_946;-3
charcoal;r_946;-1
stick;r_946;-3
r_946;campfire;1
birch_wood;r_947;-3
charcoal;r_947;-1
stick;r_947;-3
r_947;campfire;1
jungle_wood;r_948;-3
charcoal;r_948;-1
stick;r_948;-3
r_948;campfire;1
acacia_wood;r_949;-3
charcoal;r_949;-1
stick;r_949;-3
r_949;campfire;1
dark_oak_wood;r_950;-3
charcoal;r_950;-1
stick;r_950;-3
r_950;campfire;1
charcoal;r_951;-1
stick;r_951;-3
r_951;campfire;1
charcoal;r_952;-1
stick;r_952;-3
r_952;campfire;1
charcoal;r_953;-1
stick;r_953;-3
r_953;campfire;1
charcoal;r_954;-1
stick;r_954;-3
r_954;campfire;1
charcoal;r_955;-1
stick;r_955;-3
r_955;campfire;1
charcoal;r_956;-1
stick;r_956;-3
r_956;campfire;1
warped_hyphae;r_957;-3
charcoal;r_957;-1
stick;r_957;-3
r_957;campfire;1
crimson_hyphae;r_958;-3
charcoal;r_958;-1
stick;r_958;-3
r_958;campfire;1
charcoal;r_959;-1
stick;r_959;-3
r_959;campfire;1
charcoal;r_960;-1
stick;r_960;-3
r_960;campfire;1
soul_sand;r_961;-1
stick;r_961;-3
r_961;soul_campfire;1
soul_sand;r_962;-1
stick;r_962;-3
r_962;soul_campfire;1
soul_sand;r_963;-1
stick;r_963;-3
r_963;soul_campfire;1
soul_sand;r_964;-1
stick;r_964;-3
r_964;soul_campfire;1
soul_sand;r_965;-1
stick;r_965;-3
r_965;soul_campfire;1
soul_sand;r_966;-1
stick;r_966;-3
r_966;soul_campfire;1
soul_sand;r_967;-1
crimson_stem;r_967;-3
stick;r_967;-3
r_967;soul_campfire;1
soul_sand;r_968;-1
warped_stem;r_968;-3
stick;r_968;-3
r_968;soul_campfire;1
soul_sand;r_969;-1
stick;r_969;-3
r_969;soul_campfire;1
soul_sand;r_970;-1
stick;r_970;-3
r_970;soul_campfire;1
oak_log;r_971;-3
soul_sand;r_971;-1
stick;r_971;-3
r_971;soul_campfire;1
spruce_log;r_972;-3
soul_sand;r_972;-1
stick;r_972;-3
r_972;soul_campfire;1
birch_log;r_973;-3
soul_sand;r_973;-1
stick;r_973;-3
r_973;soul_campfire;1
jungle_log;r_974;-3
soul_sand;r_974;-1
stick;r_974;-3
r_974;soul_campfire;1
soul_sand;r_975;-1
acacia_log;r_975;-3
stick;r_975;-3
r_975;soul_campfire;1
soul_sand;r_976;-1
dark_oak_log;r_976;-3
stick;r_976;-3
r_976;soul_campfire;1
soul_sand;r_977;-1
oak_wood;r_977;-3
stick;r_977;-3
r_977;soul_campfire;1
soul_sand;r_978;-1
spruce_wood;r_978;-3
stick;r_978;-3
r_978;soul_campfire;1
soul_sand;r_979;-1
birch_wood;r_979;-3
stick;r_979;-3
r_979;soul_campfire;1
soul_sand;r_980;-1
jungle_wood;r_980;-3
stick;r_980;-3
r_980;soul_campfire;1
soul_sand;r_981;-1
acacia_wood;r_981;-3
stick;r_981;-3
r_981;soul_campfire;1
soul_sand;r_982;-1
dark_oak_wood;r_982;-3
stick;r_982;-3
r_982;soul_campfire;1
soul_sand;r_983;-1
stick;r_983;-3
r_983;soul_campfire;1
soul_sand;r_984;-1
stick;r_984;-3
r_984;soul_campfire;1
soul_sand;r_985;-1
stick;r_985;-3
r_985;soul_campfire;1
soul_sand;r_986;-1
stick;r_986;-3
r_986;soul_campfire;1
soul_sand;r_987;-1
stick;r_987;-3
r_987;soul_campfire;1
soul_sand;r_988;-1
stick;r_988;-3
r_988;soul_campfire;1
soul_sand;r_989;-1
warped_hyphae;r_989;-3
stick;r_989;-3
r_989;soul_campfire;1
soul_sand;r_990;-1
crimson_hyphae;r_990;-3
stick;r_990;-3
r_990;soul_campfire;1
soul_sand;r_991;-1
stick;r_991;-3
r_991;soul_campfire;1
soul_sand;r_992;-1
stick;r_992;-3
r_992;soul_campfire;1
soul_soil;r_993;-1
stick;r_993;-3
r_993;soul_campfire;1
soul_soil;r_994;-1
stick;r_994;-3
r_994;soul_campfire;1
soul_soil;r_995;-1
stick;r_995;-3
r_995;soul_campfire;1
soul_soil;r_996;-1
stick;r_996;-3
r_996;soul_campfire;1
soul_soil;r_997;-1
stick;r_997;-3
r_997;soul_campfire;1
soul_soil;r_998;-1
stick;r_998;-3
r_998;soul_campfire;1
crimson_stem;r_999;-3
soul_soil;r_999;-1
stick;r_999;-3
r_999;soul_campfire;1
warped_stem;r_1000;-3
soul_soil;r_1000;-1
stick;r_1000;-3
r_1000;soul_campfire;1
soul_soil;r_1001;-1
stick;r_1001;-3
r_1001;soul_campfire;1
soul_soil;r_1002;-1
stick;r_1002;-3
r_1002;soul_campfire;1
oak_log;r_1003;-3
soul_soil;r_1003;-1
stick;r_1003;-3
r_1003;soul_campfire;1
spruce_log;r_1004;-3
soul_soil;r_1004;-1
stick;r_1004;-3
r_1004;soul_campfire;1
birch_log;r_1005;-3
soul_soil;r_1005;-1
stick;r_1005;-3
r_1005;soul_campfire;1
jungle_log;r_1006;-3
soul_soil;r_1006;-1
stick;r_1006;-3
r_1006;soul_campfire;1
acacia_log;r_1007;-3
soul_soil;r_1007;-1
stick;r_1007;-3
r_1007;soul_campfire;1
dark_oak_log;r_1008;-3
soul_soil;r_1008;-1
stick;r_1008;-3
r_1008;soul_campfire;1
oak_wood;r_1009;-3
soul_soil;r_1009;-1
stick;r_1009;-3
r_1009;soul_campfire;1
spruce_wood;r_1010;-3
soul_soil;r_1010;-1
stick;r_1010;-3
r_1010;soul_campfire;1
birch_wood;r_1011;-3
soul_soil;r_1011;-1
stick;r_1011;-3
r_1011;soul_campfire;1
jungle_wood;r_1012;-3
soul_soil;r_1012;-1
stick;r_1012;-3
r_1012;soul_campfire;1
acacia_wood;r_1013;-3
soul_soil;r_1013;-1
stick;r_1013;-3
r_1013;soul_campfire;1
dark_oak_wood;r_1014;-3
soul_soil;r_1014;-1
stick;r_1014;-3
r_1014;soul_campfire;1
soul_soil;r_1015;-1
stick;r_1015;-3
r_1015;soul_campfire;1
soul_soil;r_1016;-1
stick;r_1016;-3
r_1016;soul_campfire;1
soul_soil;r_1017;-1
stick;r_1017;-3
r_1017;soul_campfire;1
soul_soil;r_1018;-1
stick;r_1018;-3
r_1018;soul_campfire;1
soul_soil;r_1019;-1
stick;r_1019;-3
r_1019;soul_campfire;1
soul_soil;r_1020;-1
stick;r_1020;-3
r_1020;soul_campfire;1
soul_soil;r_1021;-1
warped_hyphae;r_1021;-3
stick;r_1021;-3
r_1021;soul_campfire;1
soul_soil;r_1022;-1
crimson_hyphae;r_1022;-3
stick;r_1022;-3
r_1022;soul_campfire;1
soul_soil;r_1023;-1
stick;r_1023;-3
r_1023;soul_campfire;1
soul_soil;r_1024;-1
stick;r_1024;-3
r_1024;soul_campfire;1
crimson_slab;r_1025;-2
stick;r_1025;-6
r_1025;barrel;1
warped_slab;r_1026;-2
stick;r_1026;-6
r_1026;barrel;1
oak_slab;r_1027;-2
stick;r_1027;-6
r_1027;barrel;1
spruce_slab;r_1028;-2
stick;r_1028;-6
r_1028;barrel;1
birch_slab;r_1029;-2
stick;r_1029;-6
r_1029;barrel;1
jungle_slab;r_1030;-2
stick;r_1030;-6
r_1030;barrel;1
acacia_slab;r_1031;-2
stick;r_1031;-6
r_1031;barrel;1
dark_oak_slab;r_1032;-2
stick;r_1032;-6
r_1032;barrel;1
white_stained_glass_pane;r_1033;-3
aluminumoxide;r_1033;-3
borontrioxide;r_1033;-3
r_1033;hard_white_glass_pane;3
orange_stained_glass_pane;r_1034;-3
aluminumoxide;r_1034;-3
borontrioxide;r_1034;-3
r_1034;hard_orange_glass_pane;3
magenta_stained_glass_pane;r_1035;-3
aluminumoxide;r_1035;-3
borontrioxide;r_1035;-3
r_1035;hard_magenta_glass_pane;3
light_blue_stained_glass_pane;r_1036;-3
aluminumoxide;r_1036;-3
borontrioxide;r_1036;-3
r_1036;hard_light_blue_glass_pane;3
yellow_stained_glass_pane;r_1037;-3
aluminumoxide;r_1037;-3
borontrioxide;r_1037;-3
r_1037;hard_yellow_glass_pane;3
lime_stained_glass_pane;r_1038;-3
aluminumoxide;r_1038;-3
borontrioxide;r_1038;-3
r_1038;hard_lime_glass_pane;3
pink_stained_glass_pane;r_1039;-3
aluminumoxide;r_1039;-3
borontrioxide;r_1039;-3
r_1039;hard_pink_glass_pane;3
gray_stained_glass_pane;r_1040;-3
aluminumoxide;r_1040;-3
borontrioxide;r_1040;-3
r_1040;hard_gray_glass_pane;3
light_gray_stained_glass_pane;r_1041;-3
aluminumoxide;r_1041;-3
borontrioxide;r_1041;-3
r_1041;hard_light_gray_glass_pane;3
cyan_stained_glass_pane;r_1042;-3
aluminumoxide;r_1042;-3
borontrioxide;r_1042;-3
r_1042;hard_cyan_glass_pane;3
purple_stained_glass_pane;r_1043;-3
aluminumoxide;r_1043;-3
borontrioxide;r_1043;-3
r_1043;hard_purple_glass_pane;3
blue_stained_glass_pane;r_1044;-3
aluminumoxide;r_1044;-3
borontrioxide;r_1044;-3
r_1044;hard_blue_glass_pane;3
brown_stained_glass_pane;r_1045;-3
aluminumoxide;r_1045;-3
borontrioxide;r_1045;-3
r_1045;hard_brown_glass_pane;3
green_stained_glass_pane;r_1046;-3
aluminumoxide;r_1046;-3
borontrioxide;r_1046;-3
r_1046;hard_green_glass_pane;3
red_stained_glass_pane;r_1047;-3
aluminumoxide;r_1047;-3
borontrioxide;r_1047;-3
r_1047;hard_red_glass_pane;3
black_stained_glass_pane;r_1048;-3
aluminumoxide;r_1048;-3
borontrioxide;r_1048;-3
r_1048;hard_black_glass_pane;3
glass_pane;r_1049;-3
aluminumoxide;r_1049;-3
borontrioxide;r_1049;-3
r_1049;hard_glass_pane;3
brick;r_1050;-3
r_1050;flower_pot;1
smooth_stone_slab;r_1051;-1
stick;r_1051;-6
r_1051;armor_stand;1
white_stained_glass_pane;r_1052;-8
bone_meal;r_1052;-1
r_1052;white_terracotta;8
white_stained_glass_pane;r_1053;-8
cocoa_beans;r_1053;-1
r_1053;brown_terracotta;8
white_stained_glass_pane;r_1054;-8
ink_sac;r_1054;-1
r_1054;black_terracotta;8
white_stained_glass_pane;r_1055;-8
lapis_lazuli;r_1055;-1
r_1055;blue_terracotta;8
torch;r_1056;-1
iron_nugget;r_1056;-8
r_1056;lantern;1
soul_torch;r_1057;-1
iron_nugget;r_1057;-8
r_1057;soul_lantern;1
cobblestone;r_1058;-8
r_1058;furnace;1
blackstone;r_1059;-8
r_1059;furnace;1
cobbled_deepslate;r_1060;-8
r_1060;furnace;1
honey_bottle;r_1061;-4
r_1061;honey_block;1
oak_planks;r_1062;-6
honeycomb;r_1062;-3
r_1062;beehive;1
spruce_planks;r_1063;-6
honeycomb;r_1063;-3
r_1063;beehive;1
birch_planks;r_1064;-6
honeycomb;r_1064;-3
r_1064;beehive;1
jungle_planks;r_1065;-6
honeycomb;r_1065;-3
r_1065;beehive;1
acacia_planks;r_1066;-6
honeycomb;r_1066;-3
r_1066;beehive;1
dark_oak_planks;r_1067;-6
honeycomb;r_1067;-3
r_1067;beehive;1
crimson_planks;r_1068;-6
honeycomb;r_1068;-3
r_1068;beehive;1
warped_planks;r_1069;-6
honeycomb;r_1069;-3
r_1069;beehive;1
iron_block;r_1070;-3
iron_ingot;r_1070;-4
r_1070;anvil;1
blaze_rod;r_1071;-1
popped_chorus_fruit;r_1071;-1
r_1071;end_rod;4
glass;r_1072;-8
bone_meal;r_1072;-1
r_1072;white_stained_glass;8
glass;r_1073;-8
cocoa_beans;r_1073;-1
r_1073;brown_stained_glass;8
glass;r_1074;-8
ink_sac;r_1074;-1
r_1074;black_stained_glass;8
glass;r_1075;-8
lapis_lazuli;r_1075;-1
r_1075;blue_stained_glass;8
coal;r_1076;-1
stick;r_1076;-1
r_1076;torch;4
charcoal;r_1077;-1
stick;r_1077;-1
r_1077;torch;4
soul_soil;r_1078;-1
coal;r_1078;-1
stick;r_1078;-1
r_1078;soul_torch;4
soul_sand;r_1079;-1
charcoal;r_1079;-1
stick;r_1079;-1
r_1079;soul_torch;4
soul_sand;r_1080;-1
coal;r_1080;-1
stick;r_1080;-1
r_1080;soul_torch;4
soul_soil;r_1081;-1
charcoal;r_1081;-1
stick;r_1081;-1
r_1081;soul_torch;4
oak_planks;r_1082;-8
r_1082;chest;1
spruce_planks;r_1083;-8
r_1083;chest;1
birch_planks;r_1084;-8
r_1084;chest;1
jungle_planks;r_1085;-8
r_1085;chest;1
acacia_planks;r_1086;-8
r_1086;chest;1
dark_oak_planks;r_1087;-8
r_1087;chest;1
crimson_planks;r_1088;-8
r_1088;chest;1
warped_planks;r_1089;-8
r_1089;chest;1
white_wool;r_1090;-1
stick;r_1090;-8
r_1090;painting;1
orange_wool;r_1091;-1
stick;r_1091;-8
r_1091;painting;1
magenta_wool;r_1092;-1
stick;r_1092;-8
r_1092;painting;1
light_blue_wool;r_1093;-1
stick;r_1093;-8
r_1093;painting;1
yellow_wool;r_1094;-1
stick;r_1094;-8
r_1094;painting;1
lime_wool;r_1095;-1
stick;r_1095;-8
r_1095;painting;1
pink_wool;r_1096;-1
stick;r_1096;-8
r_1096;painting;1
gray_wool;r_1097;-1
stick;r_1097;-8
r_1097;painting;1
silver_wool;r_1098;-1
stick;r_1098;-8
r_1098;painting;1
cyan_wool;r_1099;-1
stick;r_1099;-8
r_1099;painting;1
purple_wool;r_1100;-1
stick;r_1100;-8
r_1100;painting;1
blue_wool;r_1101;-1
stick;r_1101;-8
r_1101;painting;1
brown_wool;r_1102;-1
stick;r_1102;-8
r_1102;painting;1
green_wool;r_1103;-1
stick;r_1103;-8
r_1103;painting;1
red_wool;r_1104;-1
stick;r_1104;-8
r_1104;painting;1
black_wool;r_1105;-1
stick;r_1105;-8
r_1105;painting;1
stick;r_1106;-7
r_1106;ladder;3
oak_planks;r_1107;-6
stick;r_1107;-1
r_1107;oak_sign;3
spruce_planks;r_1108;-6
stick;r_1108;-1
r_1108;spruce_sign;3
birch_planks;r_1109;-6
stick;r_1109;-1
r_1109;birch_sign;3
jungle_planks;r_1110;-6
stick;r_1110;-1
r_1110;jungle_sign;3
acacia_planks;r_1111;-6
stick;r_1111;-1
r_1111;acacia_sign;3
dark_oak_planks;r_1112;-6
stick;r_1112;-1
r_1112;dark_oak_sign;3
crimson_planks;r_1113;-6
stick;r_1113;-1
r_1113;crimson_sign;3
warped_planks;r_1114;-6
stick;r_1114;-1
r_1114;warped_sign;3
snow;r_1115;-3
r_1115;snow_layer;6
oak_planks;r_1116;-8
diamond;r_1116;-1
r_1116;jukebox;1
spruce_planks;r_1117;-8
diamond;r_1117;-1
r_1117;jukebox;1
birch_planks;r_1118;-8
diamond;r_1118;-1
r_1118;jukebox;1
jungle_planks;r_1119;-8
diamond;r_1119;-1
r_1119;jukebox;1
acacia_planks;r_1120;-8
diamond;r_1120;-1
r_1120;jukebox;1
dark_oak_planks;r_1121;-8
diamond;r_1121;-1
r_1121;jukebox;1
crimson_planks;r_1122;-8
diamond;r_1122;-1
r_1122;jukebox;1
warped_planks;r_1123;-8
diamond;r_1123;-1
r_1123;jukebox;1
oak_planks;r_1124;-4
stick;r_1124;-2
r_1124;oak_fence;3
spruce_planks;r_1125;-4
stick;r_1125;-2
r_1125;spruce_fence;3
birch_planks;r_1126;-4
stick;r_1126;-2
r_1126;birch_fence;3
jungle_planks;r_1127;-4
stick;r_1127;-2
r_1127;jungle_fence;3
acacia_planks;r_1128;-4
stick;r_1128;-2
r_1128;acacia_fence;3
dark_oak_planks;r_1129;-4
stick;r_1129;-2
r_1129;dark_oak_fence;3
crimson_planks;r_1130;-4
stick;r_1130;-2
r_1130;crimson_fence;3
